장소,별점,리뷰
,5,참고로 저는 저기 생강이랑 단무지 초절임 해놓은게 맛있어서 소바랑 같이 싸서 먹었네요
,5,분위기가 일본풍 구식 이자까야 같아서 그게 또 하나의 매력 아닐까 싶습니다.
파스타마켓,5,맛있는데 양도 많다..
파스타마켓,5,오랫만에 만난 후배가 추천한 곳
파스타마켓,5,한옥을 개조한 아담한 파스타집
파스타마켓,5,내부 테이블도 적당하고 맛을 아는 분들이 꾸준히 들어오네요~.혼자 와서 파스타를 드시는 분도 계시고...~~^^ 혼자 드시는 분들 쑥스럽지 않은 테이블 배치(2인석은 모두 벽쪽)라 부담없이 오셔도 좋을듯요
파스타마켓,5,메뉴판에 1.5인분이라고 써있었던 저 로제파스타(새우새우로제빠네)는 양도 많지만 빵의 식감이 너무 좋아서 안남기고 다 먹었습니다.(빵을 대부분 남겼었던 나에겐 정말 흔치않은 일) 그리고 저 피자(프로슈토 루꼴라 피자)는 아낌없이 올려진 루꼴라의 향에 취해 열심히 싹~~먹어버렸습니다.(프로슈토는 너무 얇아서 맛 보다는 데코로 만족)강력추천!!
파스타마켓,5,울딸이랑 꼭 가야겠습니다.
,4,새로 단장하셧나봅니다
,4,귀여운 캐릭터 제작도 하시구 메뉴도 뭔가 새로워졋어용ㅎㅎ 항상 가성비 있고 양 많고 맛잇는 파스타~ 한끼 식사로 좋고 친구들과 방문하기에도 기분좋아용!
,4,새우새우빠네랑 리코타샐러드랑 같이 나오는 특이한 피자 먹음 빠네가 시그니처인듯 누룽지도 깔려있어서 맛있음
,4,스테이크가 약간 질긴감이 있고 크림이 살짝 부족해서 빠네 를 촉촉하게는 못먹은거 같은데 맛은 나쁘지 않아요 인테리어도 깔끔하고요
,3,분위기나 입맛이나 20_30대 여성 맞춤.
,3,소스가 깊은 맛이있으나 맛이 중복되는 느낌.
,3,다음에는 중복되지 않는 맛으로 잘 시킬 것
,3,그래도 같이 가는 사람이 누구냐에 따라 또 방문예정...ㅎ
,5,파스타마켓은 혜화역에 있는 파스타 맛집이다
,5,"크림, 봉골레, 토마토, 로제 등 파스타가 16개가 넘게 있으며 맛있는 파스타를 위해 연구하다 보니 메뉴가 가끔씩 바뀌기도 한다"
,5,데이트 시 파스타의 양이 많아 남자친구가 좋아할 것이라고 생각된다
,5,파스타 이외에 피자와 셀러드 브리또 종류의 메뉴들이 또 있다
,5,해산물이 싱싱해서 본연의 맛을 내었고 로제의 경우 치즈의 꾸덕함과 토마토소스의 진함이 어우러져있었다
,5,봉골레파스타는 본연의 고소함이 살아있었다
,5,각 파스타는 놀랍게도 누릉지로 식감을 더했는데 굉장히 잘어올렸다
,5,파스타에 들어있는 버섯과 갈릭도 은은히 향이 좋게 어우러져있었다.
,4,스테이크 크림빠네 파스타 매운맛 시켰는데 일반 파스타에 잘게 썰은 고추 조각들이 들어가 있는 정도에요
,4,고추만 안 씹으면 안 매워요
,4,스태이크 식감과 양 괜찮았어요
,4,국수는 몇 젓가락질 안에 금방 동났는데 빠네 덕분애 배불리 먹었어요
,4,빠네라서 그런지 온기 보존이 되네요
,4,첨엔 뜨거웠어요.
,4,대학로 맛집이라고 소문난 파스타 마켓에 다녀왔어요
,4,"사람이 많다는 후기를 보고 갔는데 역시나, 1시에 도착하니 웨이팅이 15분 정도 있었어요"
,4,파스타 마켓의 베스트 메뉴라고 추천된 로제 파스타와 투움바 파스타를 먹었는데 둘 다 맛있었어요!
,4,특이하게도 파스타 아래에 누룽지가 깔려서 나오더라구요
,4,과자같은 식감과 함께 면을 먹는 맛이 참 이색적이었답니다
,4,다소 아쉬웠던 점은 협소한 공간에 테이블이 좁은 간격으로 모여있어서 정신이 없었던 것 같아요
,4,웨이팅 손님이 계속 있었기 때문에 여유롭게 식사를 즐기지 못한 점이 조금은 아쉬웠습니다.
,4,가게안이 정말 아기자기하고 예쁩니다
,4,이름과는 다르게 파스타뿐만 아니라 리조또와 피자도 파는 가게에요
,4,"저는 청양버섯크림파스타(11,500원)을 시켰고, 일행은 닭다의리빠네(17,000원), 통모짜렐라 파스타(16,500원)을 시켰는데, 3종류 다 맛있었습니다"
,4,밑에 누룽지 씹는 맛이 또 별미네요
,4,"맛도 좋고, 양도 많고, 보기에도 예뻐서 오는 맛이 있는 가게인것 같습니다"
,4,대학로에서 파스타 먹고 이 가격이면 가격도 괜찮네요
,4,추천드립니다.
,3,인기가 많은 대학로 파스타집 한옥에다 예쁘게 인스타 감성으로 꾸며놓음~ 로제파스타랑 리코타샐러드 피자 먹었는데 양이 엄청 많아요 리코타샐러드는 무난했고 피자빵도 약간 심심하면서 담백한 맛
,3,로제파스타는 평범했어요 엄청 기다릴 맛은 아니지만 괜찮은 곳
,5,네개 시켰는데 네개 다 맛있어요
,5,찾기는 약간 까다로운데 너무 안쪽에 있더라구요
,5,하지만 하나 당 10000~12000원의 비교적 저렴한 파스타가격에 피자두 넘 맛나서 담주에 또 갈 예정입니다.
,5,파스타 소스에 여러 가지 고기나 새우 야채가 많이 들어가서 맛이 없을 수 없습니다
,5,"그리고 들어가는 재료들(버섯, 새우, 돼지고기 등등)도 하나하나 맛이 좋았습니다"
,5,메뉴 중에선 리코타 클라시카란 메뉴 추천합니다.
,4,양은 진짜많구요 와인은 그냥저냥 맛없어용 ㅋㅋ 기분 내는 용으로 마신거라서 그닥...ㅎ; 양 > 질 로 승부보는 느낌
,4,먹다 금방 물리구 양도 넘 많아서 처치곤란수준으로 진짜 많아요 ㅠ 맛은 그냥저냥 보통임
,4,맛이 없는건 아니구 한번쯤은 가볼만 한 정도인거 같아용 ㅎㅎ 로제는 맛이 확실하면 좋겠는데 어중간해서 잘 가다가 삐끗한 느낌이랄까..
,4,빠네는 좀 눅눅해서 아쉬웠음
,3,가성비 좋은 파스타 전문 식당
,3,국산 수제 맥주도 판매하여 오후나 저녁에 피자를 곁들여 간단히 맥주 한 잔 하기에도 괜찮은 가게
,3,피자라기보다 칼초네에 가깝긴 하나 정통 이탈리안 식당도 아니고 상관없는 듯
,3,쫀득쫀득한 모짜렐라 씹는 재미가 좋다
,3,"재료들이 신선하고, 치즈의 품질이 나쁘지 않은듯 보여 만족스러웠다"
,3,"대응도 상당히 친절하고, 제공되는 식사 양도 넉넉한 편."
,4,기본에 충실하게 맛있는 파스타 집입니다
,4,파스타 아래에 누룽지가 있는 점이 특이했습니다.
,2,광고가 심한 집인 것 같네요
,2,사진은 이쁘게 나올겁니다
,2,맛은 생각하는 파스타와는 많이 달라요
,2,그런걸 추구하는 음식점인 것 같습니다
,2,근데 알리오올리오 마늘이 심하게 탈 정도로 기본적 조리도 제대로 안되는 곳입니다..
,2,"레시피도 독특하고 싶은 것은 알겠으나 재료들의 조화도 떨어지고, 맛의 뚜렷함 보다는 난잡한 느낌입니다.."
,2,재방문의사 없습니다.
,5,스테이크 빠네 파스타와 새우 로제 파스타 둘 다 맛있게 먹었어요~~ 첫방문이라 피자도 먹고 싶었는데 아쉽게 화덕이 고장나서 못먹었네요..
,3,점심때 가서 사람없이 느긋하게 먹었습니다
,3,맛은 전체적으로 양호합니다
,3,연인이랑 가기에 딱 알 맞는 분위기랑 메뉴들입니다.
,4,무난하게 맛있었습니다만 문어를 너무 기대했는지.
,4,몸통쪽 다리는 약간 질겼어요 오일은 먹어도 딱히 느끼하거나 물리지않았습니다 양은 1.5인분인지는 잘 모르겠어요 해산물 파스타는 해산물이 싱싱하나 그리 많지는 않았고 양도 평범했고 그냥 무난하게 맛있었어요
,5,"대학로 찐맛집 리조또 파스타 피자 먹을때마다 여기는 다시 와야한다고 5번째 방문했습니다 아는 맛이 아니라 좋고, 골목끝에 있고 다소 협소하긴한데 그래도 사람들이 알아서 많이와요 고루고루 다 맛있어요"
,4,가게가 크진 않아요 웨이팅 하는 경우가 많은 것 같고 탁자도 예쁘고 가게 분위기가 괜찮았어여 파스타가 맛있었고 샐러드는 쏘쏘
,4,오래 기다리면서까지 먹진 않을거 같아여
,3,먹물 리조또랑 브라운 피자는 나쁘지 않은 맛 생각보다 문어가 부드럽고 적당히 매콤하니 감질맛 남
,3,리조또는 1.5인분인데 두명이서 두 메뉴 시키니까 딱 적당히 배부르게 먹었다
,3,분위기 내러 가는데는 나쁘지 않은 듯
,5,"직원분들도 친절하구요 아기의자도 있어서 식사하기에 좋은곳^^ 스파이시로제,리코타클라시카,고메버터 새우리조또 3가지 시켰는데 다 맛있게 먹었어요 리조또는 아기가 너무 잘먹었어요ㅎ 곧 재방문할꺼예요~~"
,5,깔끔하고 맛도 좋았어요
,5,리조또도 씹히는 맛이 정말 재밌었어요
,5,메뉴는 종류별로 베스트에서 골랐습니다.
,4,뭔가 요즘 젊은이들 감성.
,4,분위기는 좋은것 같은디.
,4,난 분위기고 나발이고 음식만 신경쓰니까.
,4,왜 맛은 그냥 그랬을까 그냥 주문 전에 생각한 딱 그정도의 맛이었음.
,4,물론 맛이 없진 않아
,4,당연히 남기지도 않았고
,4,밑에 깔린 누룽지가 맛있네요 리조또도 좋았어요
,4,1인분은 양이 많지는 않아요.
,4,소문난 맛집~ 너무 맛있음~~~~ 가격도 그렇게 부담스럽지않음
,4,자리가 좁은 편이라서 단체로 가기 어렵고 테이블들도 작은편임
,3,감각적인 인테리어 & 내부 좌석이 꽤 많은편임
,3,전반적으로 음식양이 많아서 2명에 2개 메뉴면 배부르게 먹을 수 있는 정도
,3,(1.5인분이라고 함) 리코타 치즈 샐러드랑 로제 파스타를 주문 했는데 아쉽게도 파스타를 조금 남겼음
,3,피크타임에는 대기와 주문이 다소 밀릴 수 있음
,3,직원 수가 다소 부족해보임
,3,맛은 괜찮았음
,3,다음번에는 다른 메뉴를 맛보고 싶음.
,5,베스트 메뉴가 왜 베스트인지 알게해주는 맛 누릉지도 매력적이고 넘 맛있게 먹었네요
플랜트 연남점,5,여기는 주중에는 예약이 가능한데 주말에는 예약이 안되어서 웨이팅 하면 된대요
플랜트 연남점,5,어제 직장동료들과 같이 갔었는데 플랜트는 채식하지 않는 지인들을 데리고 오면 항상 다들 맛있다고 좋아해서 성공하는 곳이에요
플랜트 연남점,5,ㅋㅋ 다른것도 다 맛있는데 세서미 피넛 소바 보울이 진짜 맛있어서 추천해요
플랜트 연남점,5,버거랑 파스타같은 메뉴 사이에서 건강한 이미지(?)의 메뉴지만 저는 제일 맛있었어요
플랜트 연남점,5,땅콩의 고소한 소스가 진짜 최고에요..
플랜트 연남점,5,👍🏻 여기는 야외석도 있고 직원들도 굉장히 친절합니다~
플랜트 연남점,5,음료도 양 많고 든든하고 맛있어서 스무디종류 드셔보시는거 추천해요
,5,"연남에 생겨서 더 좋은 플랜트, 이태원의 플랜트도 연남의 플랜트도 모두 훌륭하다"
,5,예전에는 연남에만 있는 메뉴도 있었는데 지금도 그런지는 잘 모르겠다
,5,예전에는 가격이 조금 비싼가
,5,싶었는데 이제는 물가가 너무 올라 그런 생각이 들지도 않는다
,5,"뭘 시켜도 맛있는 곳, 비건이라면 사랑할 수밖에 없는 플랜트."
,4,전반적으로 음식이 깔끔합니다
,4,비건이 아니라도 좋아할 수 있는 맛있는 곳
,4,"후무스가 맛있고, 팔라펠이 들어간 볼도 든든하게 먹을 수 있습니다."
,5,비건 레스토랑
,5,시끌벅적 외국인만 있음
,5,뉴욕에 있는 브런치 식당 분위기 ㅎㅎ 건강한데 넘 맛있다^^ 완벽한 비건푸드!!👍🏻👍🏻👍🏻…
,5,#봄 가기전에 #비건식당에서 ^^ 맛있어요 외국인들도 많고
,5,그저 너무 맛있다는 말밖엔 할 말이 없어요
소이연남,5,세트 메뉴 시켰어요
소이연남,5,"쏨땀, 뽀삐아, 소고기 국수, 소고기 국밥 세트고 국밥이 젤 맛있었어요"
소이연남,5,"사이드에 준비된 고추식초랑 피쉬소스, 고춧가루 다 넣고 먹었어요"
소이연남,5,고춧가루 매우니 양 잘 조절해야해요
소이연남,5,소고기 부드럽고 맛나요
소이연남,5,이국적이지만 익숙한 맛있는 맛입니다.
,5,뼈국수 먹으러 다녀왔습니다
,5,국물 생각보다 호불호 갈릴 듯 새콤
,5,시큼한 맛이 맴돌아요 근데 먹다보면 정말 코박고 흡입했네요 뼈국수 신메뉴라던데 예쁘게 먹기 좀 힘들지만 새롭고 좋았어요 왜 웨이팅 하는지 알겠더라구요 맛있게 잘 먹고 갑니다!
,5,더더 번창하세요!!그리고 밀크티 존맛탱;
,4,"해장에 딱 좋은, 먹자마자 와 너무 맛있어!!!!하고 감탄 연발했어요"
,4,당연하겠지만 똠양꿍은 호불호 갈릴 수 있는데 정통보다는 쎄기가 약해요
,4,갈비국수가 두루 어울리는 맛이고 해장에 좋을 듯해요
,4,다만 성인 남자는 양이 적어요
,4,몇 년 전에 다른 지점에서 먹은 소이연남과 사뭇 다른 분위기였습니다
,4,항상 웨이팅이 있어서 여긴 뭐가 다를까 궁금했는데~ 처음 먹어본 뼈국수와 뽀삐아가 너무 맛있었습니다 ㅎㅎ 맛있게 먹는법을 참고해서 고추식초 2티스푼과 피시쇼스 2티스푼을 넣었더니 국물의 풍미가 확 달라져서 좋았습니다!
,4,운좋게 웨이팅 거의 안하고 바로 들어갔는데~ 먹고 나왔더니 웨이팅이 엄청 길어서 안도의 한숨을 쉬었습니다 ㅋㅋ
,4,토요일 5시 반에 왔는데 대기 얼마 없이 금방 먹었네요
,4,예전에 매장에서 식사할 때 더웠던 기억이 있는데 시원해졌네요
,4,썰국수 국물은 여전히 예술이고 똠냥부찌를 처음 먹었는데 맛있게 먹었어요
,4,쏨땀은 개인적으로 너무 좋아하는 음식인데 항상 느끼는 거지만 양 대비 가격은 좀 아닌 거 같아요
,4,"태국에선 2~3천원 분량인데 13,000원이나 받으니 말이죠"
,4,직원도 친절하고 오랜만에 좋았어요.
,5,소이연남은 연남동 핫플 맛집으로 유명한 곳이에요
,5,태국음식을 판매하는데 내부가 정말 태국에 온 것처럼 잘 꾸며져 있더라고요
,5,꼭 태국 여행이라도 온 것만 같은 기분이었어요
,5,저는 제일 무난하게 쌀국수를 주문해 먹었는데 육수 맛도 시원하고 깊은 게 진짜 맛있었어요
,5,재방문 의사 100인 곳이랍니다
,5,웨이팅은 조금 있지만 금방 빠져서 그렇게 고되지도 않더라고요 ㅎㅎ 방문 추천드릴게요 !
,4,입구는 턱이있고 좁지만 안은 꽤 넓었습니다
,4,깔끔했어요
,4,이국적인 인테리어가 좋았네요
,4,뼈국수 먹고싶었는데 저녁에 가니 품절이었네요
,4,그래도 소고기 국수도 충분히 맛있어요
,4,세트메뉴의 솜땀이랑 춘권같은 것도 맛있었어요.
,4,연남동에서 유명한 쌀국수 집입니다 태국식인거 같아요 세트메뉴 주문했습니다 소고기 쌀국수 돼지뼈 쌀국수 뽀삐아 쏨땀 이렇게 먹고 왔어요 베트남식만 먹다가 태국식은 처음 먹어봤는데 맛있게 잘 먹었습니다 가격대가 저렴하지는 않지만 먹을만 합니다 다만 배가 금방 꺼지네요
